pl_name,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,pl_rade
HD 17156 b,1,1,21.2167,0.0003,-0.0003,0,0.1607,0.0091,-0.0091,0,1004.3428,133.4886,-133.4886,0.0,3.16,0.42,-0.42,0.0,0.6753,0.0048,-0.0048,0.0,G5,5969.0,,,0,1.47,0.09,-0.09,0,1.23,0.21,-0.21,0,0.22,,,0.0,[Fe/H],,,,,8.17,0.03,-0.03,6.763,0.024,-0.024,8.03298,0.00035,-0.00035,12.26262489
HD 173416 b,1,1,322.03,1.33,-1.52,0,1.158,0.003,-0.004,0,585.1220973,65.47265184,-71.51139158,0.0,1.841,0.206,-0.225,0.0,0.208,0.089,-0.094,0.0,G8,4683.0,100.0,-100.0,0,13.5,0.9,-0.9,0,2.0,0.3,-0.3,0,-0.22,0.09,-0.09,0.0,[Fe/H],2.48,0.1,-0.1,0.0,6.04188,0.023,-0.023,3.814,0.354,-0.354,5.75681,0.0015378,-0.0015378,13.4
HD 174205 b,1,1,582.0,17.0,-17.0,0,1.7,0.1,-0.1,0,1334.879309,158.9142035,-158.9142035,0.0,4.2,0.5,-0.5,0.0,0.4,0.2,-0.2,0.0,K2,4308.0,25.0,-25.0,0,26.6,0.6,-0.6,0,1.8,0.1,-0.1,0,-0.28,0.33,-0.33,0.0,[Fe/H],1.8,0.1,-0.1,0.0,6.28209,0.023,-0.023,3.574,0.328,-0.328,5.89765,0.0010306,-0.0010306,13.0
HD 175541 b,1,1,297.3,0.6,-0.6,0,1.03,,,0,193.87,,,0.0,0.61,,,0.0,0.33,0.2,-0.2,0.0,G8 IV,5060.0,44.0,-44.0,0,3.8,0.09,-0.09,0,1.65,0.12,-0.12,0,-0.07,0.04,-0.04,0.0,[Fe/H],3.52,0.3,-0.3,0.0,8.020001,0.03,-0.03,5.829,0.021,-0.021,7.75927,0.000389,-0.000389,14.1
HD 17674 b,1,1,623.8,1.6,-1.5,0,1.42,0.04,-0.05,0,276.5121,22.2481,-19.0698,0.0,0.87,0.07,-0.06,0.0,0.13,,,1.0,G0 V,5904.0,22.0,-22.0,0,1.18,0.1,-0.1,0,0.98,0.1,-0.1,0,-0.16,0.02,-0.02,0.0,[Fe/H],4.34,0.03,-0.03,0.0,7.535,0.019,-0.019,6.093,0.029,-0.029,7.40113,0.000221,-0.000221,13.9
HD 176986 b,1,3,6.4898,0.00086,-0.00086,0,0.06296,0.00013,-0.00013,0,5.74,0.66,-0.66,0.0,0.01805997,0.00207658,-0.00207658,0.0,0.066,0.066,-0.066,0.0,K2.5 V,4931.0,77.0,-77.0,0,0.782,0.035,-0.035,0,0.789,0.019,-0.019,0,0.03,0.05,-0.05,0.0,[Fe/H],4.44,0.17,-0.17,0.0,8.42,0.03,-0.03,6.22,0.031,-0.031,8.14249,0.000548,-0.000548,
HD 176986 c,1,3,16.8191,0.0044,-0.0044,0,0.11878,0.00025,-0.00025,0,9.18,0.97,-0.97,0.0,0.02888337,0.00305195,-0.00305195,0.0,0.111,0.08,-0.08,0.0,K2.5 V,4931.0,77.0,-77.0,0,0.782,0.035,-0.035,0,0.789,0.019,-0.019,0,0.03,0.05,-0.05,0.0,[Fe/H],4.44,0.17,-0.17,0.0,8.42,0.03,-0.03,6.22,0.031,-0.031,8.14249,0.000548,-0.000548,
HD 176986 d,1,3,61.376,0.051,-0.049,0,0.28149,0.0024,-0.0024,0,6.76,0.91,-0.92,0.0,0.02126934,0.00286318,-0.00289464,0.0,,,,,K2.5 V,4931.0,77.0,-77.0,0,0.782,0.035,-0.035,0,0.789,0.019,-0.019,0,0.03,0.05,-0.05,0.0,[Fe/H],4.44,0.17,-0.17,0.0,8.42,0.03,-0.03,6.22,0.031,-0.031,8.14249,0.000548,-0.000548,2.49
HD 179079 b,1,1,14.479,0.01,-0.01,0,0.1214,0.0068,-0.0068,0,25.74423,6.3566,-6.3566,0.0,0.081,0.02,-0.02,0.0,0.049,0.087,-0.087,0.0,G5 IV,5646.0,,,0,1.63,0.09,-0.09,0,1.14,0.19,-0.19,0,0.24,,,0.0,[Fe/H],,,,,7.95,0.03,-0.03,6.311,0.026,-0.026,7.77454,0.000316,-0.000316,
HD 180617 b,2,1,105.9,0.09,-0.1,0,0.3357,0.0099,-0.01,0,12.2,1.0,-1.4,0.0,0.0383853,0.00314634,-0.00440487,0.0,0.16,0.05,-0.1,0.0,M2.5 V,3557.0,51.0,-51.0,0,0.453,0.019,-0.019,0,0.45,0.04,-0.04,0,0.0,0.16,-0.16,0.0,[Fe/H],4.86,0.07,-0.07,0.0,9.12,0.1,-0.1,4.673,0.02,-0.02,8.0976,0.00109,-0.00109,3.53
HD 181234 b,1,1,7462.0575,80.355,-76.7025,0,7.52,0.16,-0.16,0,2660.2371,108.0622,-114.4188,0.0,8.37,0.34,-0.36,0.0,0.73,0.01,-0.01,0.0,G5,5386.0,60.0,-60.0,0,1.05,0.07,-0.07,0,1.01,0.06,-0.06,0,0.32,0.05,-0.05,0.0,[Fe/H],4.25,0.11,-0.11,0.0,8.59,0.03,-0.03,6.689,0.02,-0.02,8.36926,0.000376,-0.000376,12.5
HD 181342 b,1,1,562.1,6.0,-6.0,0,1.65,0.04,-0.04,0,921.707,63.566,-63.566,0.0,2.9,0.2,-0.2,0.0,0.1,0.07,-0.07,0.0,K0 III,5040.0,100.0,-100.0,0,5.12,0.49,-0.49,0,1.89,0.11,-0.11,0,0.2,0.08,-0.08,0.0,[Fe/H],3.3,0.2,-0.2,0.0,7.55,0.03,-0.03,5.251,0.02,-0.02,7.28405,0.000249,-0.000249,13.2
HD 181720 b,1,1,956.0,14.0,-14.0,0,1.78,,,0,117.59,,,0.0,0.37,,,0.0,0.26,0.06,-0.06,0.0,G1 V,5781.0,18.0,-18.0,0,1.39,,,0,0.92,,,0,-0.53,0.02,-0.02,0.0,[Fe/H],4.24,0.15,-0.15,0.0,7.84,0.03,-0.03,6.294,0.034,-0.034,7.67484,0.000427,-0.000427,14.0
HD 183579 b,1,1,17.471275,9.7e-06,-1.53e-05,0,0.13,0.01,-0.01,0,11.2,5.4,-5.4,0.0,0.03523914,0.0169903,-0.0169903,0.0,0.0,,,0.0,G2 V,5706.0,110.0,-110.0,0,0.974,0.015,-0.015,0,1.034,0.05,-0.05,0,-0.07,0.09,-0.09,0.0,[Fe/H],4.47,0.03,-0.03,0.0,8.67,0.03,-0.03,7.15,0.027,-0.027,8.51549,0.000259,-0.000259,3.49
HD 184010 b,1,3,286.6,2.4,-0.7,0,0.94,0.005,-0.001,0,98.52680617,9.53485221,-12.71313628,0.0,0.31,0.03,-0.04,0.0,0.0,,,0.0,K0 III-IV,4971.0,,,0,4.86,0.55,-0.49,0,1.35,0.19,-0.21,0,-0.17,0.1,-0.1,0.0,[Fe/H],3.18,0.08,-0.07,0.0,5.88639,0.023,-0.023,3.98,0.306,-0.306,5.64508,0.0013893,-0.0013893,12.1
HD 184010 c,1,3,484.3,5.5,-3.5,0,1.334,0.013,-0.005,0,95.3485221,9.53485221,-19.06970442,0.0,0.3,0.03,-0.06,0.0,0.0,,,0.0,K0 III-IV,4971.0,,,0,4.86,0.55,-0.49,0,1.35,0.19,-0.21,0,-0.17,0.1,-0.1,0.0,[Fe/H],3.18,0.08,-0.07,0.0,5.88639,0.023,-0.023,3.98,0.306,-0.306,5.64508,0.0013893,-0.0013893,11.8
HD 184010 d,1,3,836.4,8.4,-8.4,0,1.92,0.012,-0.012,0,143.0227832,12.71313628,-19.06970442,0.0,0.45,0.04,-0.06,0.0,0.0,,,0.0,K0 III-IV,4971.0,,,0,4.86,0.55,-0.49,0,1.35,0.19,-0.21,0,-0.17,0.1,-0.1,0.0,[Fe/H],3.18,0.08,-0.07,0.0,5.88639,0.023,-0.023,3.98,0.306,-0.306,5.64508,0.0013893,-0.0013893,14.3
HD 18438 b,1,1,803.0,5.0,-5.0,0,2.1,0.1,-0.1,0,6674.396547,317.828407,-317.828407,0.0,21.0,1.0,-1.0,0.0,0.1,0.1,-0.1,0.0,M2.5 III,3860.0,100.0,-100.0,0,88.475,4.424,-4.424,0,1.84,0.09,-0.09,0,-0.4,0.1,-0.1,0.0,[Fe/H],0.9,0.1,-0.1,0.0,5.50474,0.023,-0.023,1.325,0.216,-0.216,4.73199,0.0048084,-0.0048084,12.1
HD 185269 b,3,1,6.838,0.001,-0.001,0,0.077,,,0,298.75,,,0.0,0.94,,,0.0,0.3,0.04,-0.04,0.0,G0 IV,5980.0,50.0,-50.0,0,1.88,0.1,-0.1,0,1.28,0.1,-0.1,0,0.11,0.05,-0.05,0.0,[Fe/H],3.94,0.07,-0.07,0.0,6.67973,0.023,-0.023,5.26,0.018,-0.018,6.51831,0.000206,-0.000206,13.8
HD 18599 b,2,1,4.1374354,3.6e-06,-3.7e-06,0,0.048,0.0004,-0.0004,0,24.1,7.1,-7.7,0.0,0.07582708,0.0223391,-0.02422691,0.0,0.34,0.07,-0.09,0.0,K2 V,5145.0,50.0,-50.0,0,0.767,0.024,-0.024,0,0.863,0.02,-0.02,0,0.0,0.08,-0.08,0.0,[Fe/H],4.54,0.09,-0.09,0.0,8.99,0.03,-0.03,6.883,0.02,-0.02,8.73117,0.000651,-0.000651,2.6
HD 190360 b,2,2,3902.0,1758.0,-1758.0,0,4.8,,,0,422.7,60.39,-60.39,0.0,1.33,0.19,-0.19,0.0,0.48,0.2,-0.2,0.0,G6 IV,5590.0,50.0,-50.0,0,1.13,,,0,0.96,,,0,0.25,0.05,-0.05,0.0,[Fe/H],4.48,0.15,-0.15,0.0,5.738,0.022,-0.022,4.076,0.027,-0.027,5.55436,0.001559,-0.001559,13.5
HD 190984 b,1,1,4885.0,1600.0,-1600.0,0,5.5,,,0,985.2,,,0.0,3.1,,,0.0,0.57,0.1,-0.1,0.0,F8 V,5988.0,25.0,-25.0,0,1.53,,,0,0.91,,,0,-0.48,0.06,-0.06,0.0,[Fe/H],4.02,0.22,-0.22,0.0,8.76,0.03,-0.03,7.319,0.016,-0.016,8.61126,0.000188,-0.000188,13.0
HD 191939 b,1,6,8.88029,2e-05,-2e-05,0,0.078,0.001,-0.001,0,10.4,0.9,-0.9,0.0,0.03272206,0.00283172,-0.00283172,0.0,0.0,,,0.0,G9 V,5348.0,100.0,-100.0,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.15,0.06,-0.06,0.0,[Fe/H],4.3,0.1,-0.1,0.0,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,3.41
HD 191939 c,1,6,28.5805,0.0002,-0.0002,0,0.17,0.002,-0.002,0,7.2,1.4,-1.4,0.0,0.02265373,0.00440489,-0.00440489,0.0,0.0,,,0.0,G9 V,5348.0,100.0,-100.0,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.15,0.06,-0.06,0.0,[Fe/H],4.3,0.1,-0.1,0.0,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,3.195
HD 191939 d,1,6,38.3561,0.0012,-0.0012,0,0.215,0.011,-0.011,0,,,,,,,,,,,,,G8 V,5427.0,50.0,-50.0,0,0.945,0.021,-0.021,0,0.92,0.06,-0.06,0,-0.16,0.08,-0.08,0.0,[M/H],4.4,0.1,-0.1,0.0,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,2.995
HD 191939 e,1,6,101.12,0.13,-0.13,0,0.407,0.012,-0.012,0,112.2,4.0,-4.0,0.0,0.35302068,0.01258541,-0.01258541,0.0,0.031,0.008,-0.016,0.0,G9 V,5348.0,100.0,-100.0,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.15,0.06,-0.06,0.0,[Fe/H],4.3,0.1,-0.1,0.0,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,13.0
HD 191939 f,1,6,4450.0,2750.0,-2750.0,0,4.8,2.2,-2.2,0,2065.0,1435.0,-1435.0,0.0,6.49721659,4.51501492,-4.51501492,0.0,0.0,,,0.0,G9 V,5348.0,100.0,-100.0,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.15,0.06,-0.06,0.0,[Fe/H],4.3,0.1,-0.1,0.0,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,13.2
HD 191939 g,1,6,284.0,10.0,-8.0,0,0.812,0.028,-0.028,0,13.5,2.0,-2.0,0.0,0.04247575,0.0062927,-0.0062927,0.0,0.03,0.025,-0.011,0.0,G9 V,5348.0,100.0,-100.0,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.15,0.06,-0.06,0.0,[Fe/H],4.3,0.1,-0.1,0.0,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,3.74
HD 192699 b,1,1,351.5,0.6,-0.6,0,1.16,,,0,794.5,,,0.0,2.5,,,0.0,0.149,0.06,-0.06,0.0,G8 IV,5220.0,44.0,-44.0,0,3.9,0.06,-0.06,0,1.68,0.12,-0.12,0,-0.15,0.04,-0.04,0.0,[Fe/H],3.44,0.3,-0.3,0.0,6.45591,0.023,-0.023,4.366,0.026,-0.026,6.21085,0.0004779,-0.0004779,13.4
HD 196067 b,2,2,3638.0,232.0,-185.0,0,5.02,0.19,-0.19,0,2192.9,1239.5,-349.6,0.0,6.9,3.9,-1.1,0.0,0.66,0.18,-0.09,0.0,G1 V,6017.0,46.0,-46.0,0,1.73,0.21,-0.21,0,1.29,0.08,-0.08,0,0.18,0.04,-0.04,0.0,[Fe/H],4.24,0.03,-0.03,0.0,6.51,0.03,-0.03,5.08,0.016,-0.016,6.33009,0.0003875,-0.0003875,12.4
HD 19615 b,1,1,402.0,2.0,-2.0,0,1.1,0.1,-0.1,0,2701.54146,222.4798849,-222.4798849,0.0,8.5,0.7,-0.7,0.0,0.2,0.1,-0.1,0.0,K0,4263.0,38.0,-38.0,0,32.3,0.9,-0.9,0,1.1,0.1,-0.1,0,-0.31,0.11,-0.11,0.0,[Fe/H],1.4,0.1,-0.1,0.0,6.55594,0.023,-0.023,3.062,0.324,-0.324,6.02012,0.0007888,-0.0007888,12.6
HD 202206 c,2,1,1260.0,11.0,-11.0,0,2.41,,,0,5689.157,921.707,-572.094,0.0,17.9,2.9,-1.8,0.0,0.22,0.03,-0.03,0.0,G6 V,5766.0,,,0,1.04,0.01,-0.01,0,1.07,0.08,-0.08,0,0.3,0.1,-0.1,0.0,[Fe/H],4.5,0.1,-0.1,0.0,8.08,0.03,-0.03,6.485,0.023,-0.023,7.91051,0.000292,-0.000292,12.2
HD 202696 b,1,2,517.8,8.9,-3.9,0,1.566,0.016,-0.007,0,634.38868,69.9226,-31.783,-1.0,1.996,0.22,-0.1,-1.0,0.011,0.078,-0.011,0.0,K0 III-IV,5040.0,71.0,-85.0,0,6.43,0.41,-0.39,0,1.91,0.09,-0.14,0,0.02,0.04,-0.04,0.0,[Fe/H],3.11,0.07,-0.07,0.0,8.23,0.03,-0.03,5.877,0.02,-0.02,7.95929,0.000316,-0.000316,
HD 202696 c,1,2,946.6,20.7,-20.9,0,2.342,0.034,-0.035,0,592.43512,56.25591,-72.14741,-1.0,1.864,0.177,-0.227,-1.0,0.028,0.065,-0.012,0.0,K0 III-IV,5040.0,71.0,-85.0,0,6.43,0.41,-0.39,0,1.91,0.09,-0.14,0,0.02,0.04,-0.04,0.0,[Fe/H],3.11,0.07,-0.07,0.0,8.23,0.03,-0.03,5.877,0.02,-0.02,7.95929,0.000316,-0.000316,
HD 207496 b,1,1,6.441008,1.1e-05,-1.1e-05,0,0.0629,0.0011,-0.0011,0,6.1,1.6,-1.6,0.0,0.01919275,0.00503416,-0.00503416,0.0,0.231,0.042,-0.049,0.0,K2.5 V,4819.0,94.0,-94.0,0,0.769,0.026,-0.026,0,0.8,0.04,-0.04,0,0.095,0.038,-0.038,0.0,[Fe/H],4.507,0.04,-0.04,0.0,8.23,0.03,-0.03,5.967,0.026,-0.026,7.97255,0.000514,-0.000514,2.25
HD 207832 b,3,2,160.07,0.23,-0.23,0,0.586,0.032,-0.032,0,177.9848,28.92253,-28.92253,0.0,0.56,0.091,-0.091,0.0,0.197,0.053,-0.053,0.0,G5 V,5726.0,,,0,0.89,0.05,-0.05,0,1.05,0.17,-0.17,0,0.14,,,0.0,[Fe/H],,,,,8.78,0.03,-0.03,7.207,0.017,-0.017,8.61176,0.000213,-0.000213,14.2
HD 207897 b,1,1,16.202159,8.5e-05,-8.3e-05,0,0.1163,0.0017,-0.0015,0,14.4,1.6,-1.6,0.0,0.04530747,0.00503416,-0.00503416,0.0,0.047,0.057,-0.033,0.0,K0 V,5070.0,60.0,-57.0,0,0.779,0.019,-0.018,0,0.8,0.036,-0.03,0,-0.042,0.038,-0.041,0.0,[Fe/H],4.559,0.026,-0.025,0.0,8.37,0.03,-0.03,6.312,0.026,-0.026,8.13037,0.000357,-0.000357,2.34302132
HD 20794 b,1,4,18.314,0.0022,-0.0022,0,0.1257,0.00052,-0.00053,0,2.15,0.17,-0.17,0.0,0.00676466,0.00053488,-0.00053488,0.0,0.064,0.065,-0.046,0.0,G6 V,5368.0,64.0,-64.0,0,0.93,0.03,-0.03,0,0.79,0.01,-0.01,0,-0.42,0.02,-0.02,0.0,[Fe/H],4.39,0.03,-0.03,0.0,4.26,0.03,-0.03,2.636,0.278,-0.278,4.06635,0.0051023,-0.0051023,1.45
HD 20794 d,1,4,89.68,0.1,-0.1,0,0.3625,0.0015,-0.0016,0,2.98,0.29,-0.29,0.0,0.00937613,0.00091244,-0.00091244,0.0,0.077,0.084,-0.055,0.0,G6 V,5368.0,64.0,-64.0,0,0.93,0.03,-0.03,0,0.79,0.01,-0.01,0,-0.42,0.02,-0.02,0.0,[Fe/H],4.39,0.03,-0.03,0.0,4.26,0.03,-0.03,2.636,0.278,-0.278,4.06635,0.0051023,-0.0051023,2.04
HD 20794 f,1,4,647.6,2.5,-2.7,0,1.3541,0.0068,-0.0068,0,5.82,0.57,-0.57,0.0,0.01831177,0.00179342,-0.00179342,0.0,0.45,0.1,-0.11,0.0,G6 V,5368.0,64.0,-64.0,0,0.93,0.03,-0.03,0,0.79,0.01,-0.01,0,-0.42,0.02,-0.02,0.0,[Fe/H],4.39,0.03,-0.03,0.0,4.26,0.03,-0.03,2.636,0.278,-0.278,4.06635,0.0051023,-0.0051023,2.28
HD 208487 b,1,1,129.36,0.02,-0.02,0,0.53,0.0,0.0,0,146.2010672,3.17828407,0.0,0.0,0.46,0.01,0.0,0.0,0.37,0.01,-0.01,0.0,G2 V,6134.0,54.0,-50.0,0,1.16,0.02,-0.02,0,1.15,0.04,-0.04,0,0.09,0.04,-0.04,0.0,[Fe/H],4.34,0.62,-0.42,0.0,7.47,0.03,-0.03,6.159,0.034,-0.034,7.33164,0.000327,-0.000327,14.3
HD 208527 b,1,1,875.5,5.8,-5.8,0,2.1,0.2,-0.2,0,3146.4,540.3,-540.3,0.0,9.9,1.7,-1.7,0.0,0.08,0.04,-0.04,0.0,M1 III,4035.0,65.0,-65.0,0,51.1,8.3,-8.3,0,1.6,0.4,-0.4,0,-0.09,0.16,-0.16,0.0,[Fe/H],1.4,0.2,-0.2,0.0,6.38984,0.023,-0.023,2.224,0.244,-0.244,5.61607,0.0035465,-0.0035465,12.5
HD 20868 b,1,1,380.85,0.09,-0.09,0,0.947,0.012,-0.012,0,632.46,15.89,-15.89,0.0,1.99,0.05,-0.05,0.0,0.75,0.002,-0.002,0.0,K3/4 IV,4795.0,124.0,-124.0,0,0.79,,,0,0.78,0.03,-0.03,0,0.04,0.1,-0.1,0.0,[Fe/H],4.22,0.26,-0.26,0.0,9.92,0.03,-0.03,7.543,0.015,-0.015,9.61323,0.000273,-0.000273,13.7
HD 208897 b,1,1,358.27,0.87,-1.5,0,1.063,0.002,-0.003,0,379.487118,15.57359194,-13.98444991,0.0,1.194,0.049,-0.044,0.0,0.02,0.049,-0.01,0.0,K0,4860.0,100.0,-100.0,0,4.98,0.2,-0.2,0,1.25,0.11,-0.11,0,0.21,0.15,-0.15,0.0,[Fe/H],3.13,0.14,-0.14,0.0,6.50821,0.023,-0.023,4.198,0.036,-0.036,6.23739,0.00045,-0.00045,13.7
HD 210702 b,1,1,355.5,0.38,-0.61,0,1.079,0.001,-0.001,0,481.5100366,19.70536123,-16.84490557,0.0,1.515,0.062,-0.053,0.0,0.071,0.019,-0.051,0.0,K1 IV,4912.0,,,0,4.54,0.49,-0.45,0,1.33,0.19,-0.2,0,-0.02,0.07,-0.1,0.0,[Fe/H],3.23,0.08,-0.07,0.0,5.93022,0.023,-0.023,3.984,0.294,-0.294,5.6807,0.0021344,-0.0021344,13.6
HD 211403 b,1,1,223.8,0.41,-0.41,0,0.768,0.013,-0.013,0,1760.769375,123.9530787,-120.7747947,0.0,5.54,0.39,-0.38,0.0,0.084,0.057,-0.044,0.0,F7 V,6273.0,44.0,-44.0,0,1.206,0.08,-0.08,0,1.2,0.06,-0.06,0,0.18,0.04,-0.04,0.0,[Fe/H],4.3,0.15,-0.15,0.0,8.48,0.03,-0.03,7.244,0.017,-0.017,8.34865,0.000247,-0.000247,12.8
HD 211810 b,1,1,1558.0,22.0,-22.0,0,2.656,0.043,-0.043,0,212.9461,139.8452,-139.8452,0.0,0.67,0.44,-0.44,0.0,0.68,0.14,-0.14,0.0,G5,5652.0,,,0,1.13,1.13,-1.13,0,1.03,0.02,-0.02,0,0.17,,,0.0,[Fe/H],,,,,8.59,0.03,-0.03,6.969,0.023,-0.023,8.417831,0.000263,-0.000263,14.0
HD 213885 b,1,2,1.008035,2.1e-05,-2e-05,0,0.02012,0.00015,-0.00012,0,8.83,0.66,-0.65,0.0,0.02778215,0.00207658,-0.00204512,0.0,0.0,,,0.0,G,5978.0,50.0,-50.0,0,1.1011,0.008,-0.0075,0,1.068,0.02,-0.018,0,-0.04,0.03,-0.03,0.0,[Fe/H],4.3827,0.0095,-0.0097,0.0,7.95,0.03,-0.03,6.419,0.024,-0.024,7.80173,0.000247,-0.000247,1.745
HD 213885 c,1,2,4.78503,0.00056,-0.00051,0,0.056798,0.00044,-0.00032,0,19.95,1.38,-1.36,0.0,0.06276941,0.00434194,-0.00427902,0.0,0.0,,,0.0,G,5978.0,50.0,-50.0,0,1.1011,0.008,-0.0075,0,1.068,0.02,-0.018,0,-0.04,0.03,-0.03,0.0,[Fe/H],4.3827,0.0095,-0.0097,0.0,7.95,0.03,-0.03,6.419,0.024,-0.024,7.80173,0.000247,-0.000247,4.71
HD 214823 b,2,1,1854.4,1.1,-1.1,0,3.23,0.2,-0.2,0,6451.949,826.358,-826.358,0.0,20.3,2.6,-2.6,0.0,0.1641,0.0026,-0.0026,0.0,G0,5933.0,,,0,2.04,0.15,-0.15,0,1.31,0.24,-0.24,0,0.14,,,0.0,[Fe/H],,,,,8.06,0.03,-0.03,6.64,0.016,-0.016,7.91589,0.000296,-0.000296,12.1
HD 215152 b,1,4,5.75999,0.00157,-0.00175,0,0.057638,0.000739,-0.000759,0,1.819,0.501,-0.629,0.0,0.00572319,0.00157631,-0.00197905,0.0,0.0,,,0.0,K3 V,4935.0,76.0,-76.0,0,0.73,0.018,-0.018,0,0.77,0.015,-0.015,0,-0.1,0.04,-0.04,0.0,[Fe/H],4.4,,,0.0,8.11,0.03,-0.03,5.775,0.026,-0.026,7.80163,0.000391,-0.000391,
HD 215152 c,1,4,7.28243,0.00451,-0.00827,0,0.067393,0.00086,-0.000893,0,1.72,0.618,-0.725,0.0,0.0054117,0.00194444,-0.00228109,0.0,0.0,,,0.0,K3 V,4935.0,76.0,-76.0,0,0.73,0.018,-0.018,0,0.77,0.015,-0.015,0,-0.1,0.04,-0.04,0.0,[Fe/H],4.4,,,0.0,8.11,0.03,-0.03,5.775,0.026,-0.026,7.80163,0.000391,-0.000391,
HD 215152 d,1,4,10.86499,0.00564,-0.00613,0,0.08799,0.00113,-0.00116,0,2.801,0.809,-0.923,0.0,0.00881289,0.00254539,-0.00290407,0.0,0.0,,,0.0,K3 V,4935.0,76.0,-76.0,0,0.73,0.018,-0.018,0,0.77,0.015,-0.015,0,-0.1,0.04,-0.04,0.0,[Fe/H],4.4,,,0.0,8.11,0.03,-0.03,5.775,0.026,-0.026,7.80163,0.000391,-0.000391,
HD 215152 e,1,4,25.1967,0.0476,-0.0505,0,0.15417,0.00199,-0.00204,0,2.877,1.063,-1.481,0.0,0.00905201,0.00334456,-0.00465972,0.0,0.0,,,0.0,K3 V,4935.0,76.0,-76.0,0,0.73,0.018,-0.018,0,0.77,0.015,-0.015,0,-0.1,0.04,-0.04,0.0,[Fe/H],4.4,,,0.0,8.11,0.03,-0.03,5.775,0.026,-0.026,7.80163,0.000391,-0.000391,
HD 216536 b,1,1,148.6,0.7,-0.7,0,0.609,0.002,-0.002,0,467.19,63.56,-38.14,0.0,1.47,0.2,-0.12,0.0,0.38,0.12,-0.1,0.0,K0,4639.0,45.0,-45.0,0,12.5,4.0,-4.0,0,1.36,0.38,-0.38,0,-0.17,0.09,-0.09,0.0,[Fe/H],2.36,0.21,-0.21,0.0,9.229,0.003,-0.003,6.496,0.018,-0.018,8.88324,0.000242,-0.000242,13.8
HD 21749 c,1,2,7.78993,0.00051,-0.00044,0,0.0695,0.0021,-0.0023,0,3.7,,,1.0,0.01164144,,,1.0,,,,,K4.5,4640.0,100.0,-100.0,0,0.695,0.03,-0.03,0,0.73,0.07,-0.07,0,0.003,0.06,-0.06,0.0,[Fe/H],4.613,0.052,-0.061,0.0,8.08,0.03,-0.03,5.375,0.024,-0.024,7.67906,0.00026,-0.00026,0.892
HD 217786 b,2,2,1319.0,4.0,-4.0,0,2.38,0.04,-0.04,0,4131.62,254.253,-254.253,0.0,13.0,0.8,-0.8,0.0,0.4,0.05,-0.05,0.0,F8 V,5966.0,65.0,-65.0,0,1.27,0.06,-0.06,0,1.02,0.03,-0.03,0,-0.135,0.043,-0.043,0.0,[Fe/H],4.35,0.11,-0.11,0.0,7.78,0.03,-0.03,6.352,0.02,-0.02,7.63573,0.000282,-0.000282,12.3
HD 219077 b,1,1,5501.0,130.0,-119.0,0,6.22,0.09,-0.09,0,3302.11,28.6,-28.6,0.0,10.39,0.09,-0.09,0.0,0.77,0.003,-0.003,0.0,G8 V,5362.0,18.0,-18.0,0,1.91,0.03,-0.03,0,1.05,0.02,-0.02,0,-0.13,0.01,-0.01,0.0,[Fe/H],4.0,0.03,-0.03,0.0,6.12,0.03,-0.03,4.287,8.888,-8.888,5.91597,0.0007371,-0.0007371,12.5
HD 219134 b,1,6,3.0931,0.0001,-0.0001,0,0.038474,8e-07,-8e-07,0,3.81396,0.31783,-0.31783,0.0,0.012,0.001,-0.001,0.0,0.0,,,0.0,K3 V,4913.0,,,0,0.77,0.02,-0.02,0,0.794,0.037,-0.022,0,0.08,,,0.0,[Fe/H],4.51,,,0.0,5.56911,0.023,-0.023,3.261,0.304,-0.304,5.2402,0.0022257,-0.0022257,1.602
