pl_name,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
HD 32518 b,1,1,157.54,0.38,-0.38,0,0.59,0.03,-0.03,0,966.16,216.12,-216.12,0,3.04,0.68,-0.68,0,0.01,0.03,-0.03,0,K1 III,4580,70,-70,0,10.22,0.87,-0.87,0,1.13,0.18,-0.18,0,-0.15,0.04,-0.04,0,[Fe/H],2.1,0.15,-0.15,0,6.43005,0.023,-0.023,3.911,0.036,-0.036,6.11933,0.0003789,-0.0003789
HD 33142 b,1,3,330,0.4,-0.4,0,1.074,0.007,-0.007,0,400.4637928,15.89142035,-15.89142035,0,1.26,0.05,-0.05,0,0.049,0.032,-0.03,0,K0 III,5025.4,23.6,-15.5,0,4.17,0.03,-0.07,0,1.52,0.03,-0.03,0,0.06,0.01,-0.01,0,[Fe/H],3.375,0.021,-0.002,0,7.96,0.03,-0.03,5.792,0.018,-0.018,7.71274,0.000223,-0.000223
HD 33142 c,1,3,810.2,3.8,-4.2,0,1.955,0.016,-0.012,0,282.8672822,19.06970442,-15.89142035,0,0.89,0.06,-0.05,0,0.081,0.055,-0.047,0,K0 III,5025.4,23.6,-15.5,0,4.17,0.03,-0.07,0,1.52,0.03,-0.03,0,0.06,0.01,-0.01,0,[Fe/H],3.375,0.021,-0.002,0,7.96,0.03,-0.03,5.792,0.018,-0.018,7.71274,0.000223,-0.000223
HD 33142 d,1,3,89.9,0.1,-0.1,0,0.452,0.003,-0.003,0,63.5656814,6.35656814,-9.53485221,0,0.2,0.02,-0.03,0,0.191,0.14,-0.128,0,K0 III,5025.4,23.6,-15.5,0,4.17,0.03,-0.07,0,1.52,0.03,-0.03,0,0.06,0.01,-0.01,0,[Fe/H],3.375,0.021,-0.002,0,7.96,0.03,-0.03,5.792,0.018,-0.018,7.71274,0.000223,-0.000223
HD 332231 b,1,1,18.71204,0.00043,-0.00043,0,0.1436,0.0032,-0.0033,0,77.55052,6.67443,-6.67443,0,0.244,0.021,-0.021,0,0.032,0.03,-0.022,0,F8,6089,97,-96,0,1.277,0.039,-0.036,0,1.127,0.077,-0.077,0,0.036,0.059,-0.058,0,[Fe/H],4.279,0.027,-0.034,0,8.558,0.002,-0.002,7.242,0.02,-0.02,8.41839,0.000213,-0.000213
HD 33283 b,2,1,18.1991,0.0017,-0.0017,0,0.1508,0.0087,-0.0087,0,104.56607,22.56593,-22.56593,0,0.329,0.071,-0.071,0,0.399,0.056,-0.056,0,G3/G5 V,5935,,,0,1.97,0.13,-0.13,0,1.38,0.24,-0.24,0,0.35,,,0,[Fe/H],,,,,8.05,0.03,-0.03,6.646,0.033,-0.033,7.89933,0.000229,-0.000229
HD 33844 b,1,2,551.4,7.8,-7.8,0,1.6,0.02,-0.02,0,622.9468,38.1396,-38.1396,0,1.96,0.12,-0.12,0,0.15,0.07,-0.07,0,K0 III,4861,100,-100,0,5.29,0.41,-0.41,0,1.78,0.18,-0.18,0,0.27,0.09,-0.09,0,[Fe/H],3.24,0.08,-0.08,0,7.29,0.03,-0.03,4.945,0.018,-0.018,7.01153,0.000179,-0.000179
HD 33844 c,1,2,916,29.5,-29.5,0,2.24,0.05,-0.05,0,556.2025,57.2094,-57.2094,0,1.75,0.18,-0.18,0,0.13,0.1,-0.1,0,K0 III,4861,100,-100,0,5.29,0.41,-0.41,0,1.78,0.18,-0.18,0,0.27,0.09,-0.09,0,[Fe/H],3.24,0.08,-0.08,0,7.29,0.03,-0.03,4.945,0.018,-0.018,7.01153,0.000179,-0.000179
HD 34445 b,1,6,1056.7,4.7,-4.7,0,2.075,0.016,-0.016,0,200,9,-9,0,0.629,0.028,-0.028,0,0.014,0.035,-0.014,0,G0 V,5836,44,-44,0,1.38,0.08,-0.08,0,1.07,0.02,-0.02,0,0.14,0.04,-0.04,0,[Fe/H],4.21,0.08,-0.08,0,7.31,0.03,-0.03,5.79,0.023,-0.023,7.14947,0.000257,-0.000257
HD 34445 c,1,6,214.67,0.45,-0.45,0,0.7181,0.0049,-0.0049,0,53.5,5,-5,0,0.168,0.016,-0.016,0,0.036,0.071,-0.036,0,G0 V,5836,44,-44,0,1.38,0.08,-0.08,0,1.07,0.02,-0.02,0,0.14,0.04,-0.04,0,[Fe/H],4.21,0.08,-0.08,0,7.31,0.03,-0.03,5.79,0.023,-0.023,7.14947,0.000257,-0.000257
HD 34445 d,1,6,117.87,0.18,-0.18,0,0.4817,0.0033,-0.0033,0,30.7,3.9,-3.9,0,0.097,0.13,-0.13,0,0.027,0.051,-0.027,0,G0 V,5836,44,-44,0,1.38,0.08,-0.08,0,1.07,0.02,-0.02,0,0.14,0.04,-0.04,0,[Fe/H],4.21,0.08,-0.08,0,7.31,0.03,-0.03,5.79,0.023,-0.023,7.14947,0.000257,-0.000257
HD 34445 e,1,6,49.175,0.045,-0.045,0,0.2687,0.0019,-0.0019,0,16.8,2.9,-2.9,0,0.0529,0.0089,-0.0089,0,0.09,0.062,-0.062,0,G0 V,5836,44,-44,0,1.38,0.08,-0.08,0,1.07,0.02,-0.02,0,0.14,0.04,-0.04,0,[Fe/H],4.21,0.08,-0.08,0,7.31,0.03,-0.03,5.79,0.023,-0.023,7.14947,0.000257,-0.000257
HD 34445 f,1,6,676.8,7.9,-7.9,0,1.543,0.016,-0.016,0,37.9,6.5,-6.5,0,0.119,0.021,-0.021,0,0.031,0.057,-0.031,0,G0 V,5836,44,-44,0,1.38,0.08,-0.08,0,1.07,0.02,-0.02,0,0.14,0.04,-0.04,0,[Fe/H],4.21,0.08,-0.08,0,7.31,0.03,-0.03,5.79,0.023,-0.023,7.14947,0.000257,-0.000257
HD 34445 g,1,6,5700,1500,-1500,0,6.36,1.02,-1.02,0,120.6,38.9,-38.9,0,0.38,0.13,-0.13,0,0.032,0.08,-0.032,0,G0 V,5836,44,-44,0,1.38,0.08,-0.08,0,1.07,0.02,-0.02,0,0.14,0.04,-0.04,0,[Fe/H],4.21,0.08,-0.08,0,7.31,0.03,-0.03,5.79,0.023,-0.023,7.14947,0.000257,-0.000257
HD 360 b,1,1,273.1,1.6,-0.8,0,0.98,0.11,-0.03,0,238.3713053,38.13940884,-47.67426105,0,0.75,0.12,-0.15,0,0.139,0.108,-0.104,0,G8 III,4770,,,0,10.86,0.22,-0.28,0,1.69,0.15,-0.53,0,-0.06,0.17,-0.1,0,[Fe/H],2.59,0.05,-0.17,0,5.986,0.005,-0.005,3.748,0.294,-0.294,5.70895,0.0010487,-0.0010487
HD 36384 b,1,1,490,3,-3,0,1.3,0.1,-0.1,0,2097.667486,158.9142035,-158.9142035,0,6.6,0.5,-0.5,0,0.2,0.1,-0.1,0,M0 III,3940,40,-40,0,38.4,3.4,-3.4,0,1.14,0.15,-0.15,0,-0.16,0.14,-0.14,0,[Fe/H],1.1,0.2,-0.2,0,6.18839,0.023,-0.023,2.288,0.248,-0.248,5.48147,0.0018164,-0.0018164
HD 37605 b,1,2,55.01292,0.00062,-0.00062,0,0.277,0.015,-0.015,0,854.9627,95.349,-95.349,0,2.69,0.3,-0.3,0,0.6745,0.0019,-0.0019,0,K0,5329,,,0,0.91,0.05,-0.05,0,0.94,0.15,-0.15,0,0.27,,,0,[Fe/H],,,,,8.67,0.03,-0.03,6.815,0.021,-0.021,8.46192,0.000575,-0.000575
HD 37605 c,1,2,2720,57,-57,0,3.814,0.058,-0.058,0,1069.771,22.883,-22.883,0,3.366,0.072,-0.072,0,0.013,0.015,-0.015,0,K0 V,5448,44,-44,0,0.901,0.045,-0.045,0,1,0.05,-0.05,0,0.336,0.03,-0.03,0,[Fe/H],4.511,0.024,-0.024,0,8.67,0.03,-0.03,6.815,0.021,-0.021,8.46192,0.000575,-0.000575
HD 38529 b,2,2,14.32,0.8,-0.8,0,0.13,,,0,244.7291,,,0,0.77,,,0,0.27,0.03,-0.03,0,G4 IV,5370,,,0,2.82,,,0,1.39,,,0,0.29,0.05,-0.05,0,[Fe/H],4.13,,,0,5.92848,0.023,-0.023,4.211,0.036,-0.036,5.74796,0.0011358,-0.0011358
HD 38801 b,1,1,687.14,0.46,-0.46,0,1.66,0.11,-0.11,0,3178.3,444.962,-444.962,0,10,1.4,-1.4,0,0.0572,0.0063,-0.0063,0,K0,5207,,,0,2.41,0.19,-0.19,0,1.29,0.26,-0.26,0,0.32,,,0,[Fe/H],,,,,8.26,0.03,-0.03,6.279,0.02,-0.02,8.03397,0.00036,-0.00036
HD 39091 b,1,3,2093.07,1.73,-1.73,0,3.1,0.02,-0.02,0,3184.6566,47.6745,-47.6745,0,10.02,0.15,-0.15,0,0.637,0.002,-0.002,0,G0 V,6037,45,-45,0,1.1,0.023,-0.023,0,1.094,0.039,-0.039,0,0.08,0.03,-0.03,0,[Fe/H],4.42,0.03,-0.03,0,5.65,0.03,-0.03,4.241,0.027,-0.027,5.5128,0.0019464,-0.0019464
HD 42012 b,1,1,857.5,6.2,-6.3,0,1.67,0.05,-0.06,0,508.528,31.783,-31.783,0,1.6,0.1,-0.1,0,0.2,,,1,K0,5405,45,-45,0,0.82,0.08,-0.08,0,0.83,0.08,-0.08,0,-0.09,0.08,-0.08,0,[Fe/H],4.45,0.07,-0.07,0,8.44,0.03,-0.03,6.584,0.017,-0.017,8.22949,0.000309,-0.000309
HD 42618 b,1,1,149.61,0.37,-0.34,0,0.554,0.011,-0.011,0,14.4,2.5,-2.4,0,0.04530724,0.00786584,-0.00755121,0,0.19,0.15,-0.12,0,G4 V,5727,60,-60,0,0.999,0.087,-0.087,0,1.015,0.061,-0.061,0,-0.09,0.04,-0.04,0,[Fe/H],4.44,0.07,-0.07,0,6.87,0.023,-0.023,5.301,0.02,-0.02,6.68303,0.000318,-0.000318
HD 43197 b,1,2,327.8,1.2,-1.2,0,0.92,0.01,-0.02,0,190.69,38.14,-12.71,0,0.6,0.12,-0.04,0,0.83,0.05,-0.01,0,G8 V,5508,46,-46,0,1,0.01,-0.01,0,0.96,,,0,0.4,0.04,-0.04,0,[Fe/H],4.31,0.08,-0.08,0,8.98,0.03,-0.03,7.203,0.026,-0.026,8.77158,0.000217,-0.000217
HD 43691 b,3,1,36.9987,0.0011,-0.0011,0,0.238,0.015,-0.015,0,810.4665,108.0622,-108.0622,0,2.55,0.34,-0.34,0,0.0796,0.0067,-0.0067,0,G0,6093,,,0,1.6,0.11,-0.11,0,1.32,0.25,-0.25,0,0.33,,,0,[Fe/H],,,,,8.03,0.03,-0.03,6.7,0.023,-0.023,7.8972,0.000344,-0.000344
HD 44219 b,1,1,472.3,6.3,-5,0,1.19,0.02,-0.02,0,184.33,19.07,-12.71,0,0.58,0.06,-0.04,0,0.61,0.07,-0.09,0,G2 V,5752,16,-16,0,1.32,0.07,-0.07,0,1,,,0,0.03,0.01,-0.01,0,[Fe/H],4.21,0.03,-0.03,0,7.69,0.03,-0.03,6.115,0.017,-0.017,7.52973,0.0003,-0.0003
HD 45364 b,1,2,225.79,0.81,-0.76,0,0.6793,0.0016,-0.0015,0,60.16491745,1.97053612,-2.00231896,0,0.1893,0.0062,-0.0063,0,0.067,0.016,-0.016,0,K0 V,5466,59,-32,0,0.89,0.01,-0.02,0,0.82,0.05,-0.05,0,,,,,,,,,,8.08,0.03,-0.03,6.316,0.018,-0.018,7.88016,0.00029,-0.00029
HD 45364 c,1,2,345.43,0.54,-0.57,0,0.902,0.001,-0.001,0,174.4877954,2.38371305,-2.35193021,0,0.549,0.0075,-0.0074,0,0.019,0.011,-0.01,0,K0 V,5466,59,-32,0,0.89,0.01,-0.02,0,0.82,0.05,-0.05,0,,,,,,,,,,8.08,0.03,-0.03,6.316,0.018,-0.018,7.88016,0.00029,-0.00029
HD 45652 b,1,1,44.073,0.0048,-0.0048,0,0.237,0.011,-0.011,0,137.62039,24.15508,-24.15508,0,0.433,0.076,-0.076,0,0.607,0.026,-0.026,0,G8/K0,5294,,,0,0.94,0.04,-0.04,0,0.92,0.13,-0.13,0,0.26,,,0,[Fe/H],,,,,8.1,0.03,-0.03,6.263,0.023,-0.023,7.9118,0.000364,-0.000364
HD 4732 b,2,2,360.2,1.4,-1.4,0,1.19,0.05,-0.05,0,753.23,108.06,-108.06,0,2.37,0.34,-0.34,0,0.13,0.06,-0.06,0,K0 IV,4959,25,-25,0,5.4,0.4,-0.4,0,1.74,0.2,-0.14,0,0.01,0.04,-0.04,0,[Fe/H],3.16,0.08,-0.08,0,5.9,0.03,-0.03,3.691,0.036,-0.036,5.6509,0.0010995,-0.0010995
HD 4732 c,2,2,3184.2,58.12,-57.6,0,4.725,0.057,-0.057,0,1069.49259,36.86809521,-85.49584148,0,3.365,0.116,-0.269,0,0.187,0.034,-0.066,0,K0 IV,4898,,,0,5.03,0.12,-0.13,0,1.39,0.15,-0.17,0,-0.01,0.05,-0.11,0,[Fe/H],3.17,0.05,-0.06,0,5.9,0.03,-0.03,3.691,0.036,-0.036,5.6509,0.0010995,-0.0010995
HD 47366 b,1,2,360.08,0.27,-0.72,0,1.207,0.001,-0.002,0,661.7187434,31.46501229,-35.91460999,0,2.082,0.099,-0.113,0,0.071,0.03,-0.046,0,K1 III,4866,100,-100,0,7.3,0.33,-0.33,0,1.81,0.13,-0.13,0,-0.02,0.09,-0.09,0,[Fe/H],2.97,0.06,-0.06,0,6.11151,0.023,-0.023,4.055,0.29,-0.29,5.83869,0.001059,-0.001059
HD 47366 c,1,2,677.53,1.29,-1.16,0,1.84,0.002,-0.002,0,483.7348355,22.8836453,-22.24798849,0,1.522,0.072,-0.07,0,0.161,0.045,-0.041,0,K1 III,4866,100,-100,0,7.3,0.33,-0.33,0,1.81,0.13,-0.13,0,-0.02,0.09,-0.09,0,[Fe/H],2.97,0.06,-0.06,0,6.11151,0.023,-0.023,4.055,0.29,-0.29,5.83869,0.001059,-0.001059
HD 47536 b,1,1,712.13,0.31,-0.31,0,1.93,0.32,-0.32,0,2330,750,-750,0,7.32,2.36,-2.36,0,0.2,0.08,-0.08,0,K1 III,4380,,,0,23.47,1.97,-1.97,0,2.1,0.95,-0.95,0,,,,,,,,,,5.25,0.03,-0.03,2.383,0.252,-0.252,4.88004,0.0033947,-0.0033947
HD 48265 b,1,2,780.3,4.6,-4.6,0,1.81,0.07,-0.07,0,467.2101,38.1396,-38.1396,0,1.47,0.12,-0.12,0,0.08,0.05,-0.05,0,G5 IV/V,5650,100,-100,0,2.05,0.05,-0.05,0,1.28,0.05,-0.05,0,0.4,0.1,-0.1,0,[Fe/H],3.92,0.03,-0.03,0,8.05,0.03,-0.03,6.449,0.02,-0.02,7.87925,0.000303,-0.000303
HD 48948 b,1,3,7.34013,0.0004,-0.0004,0,0.0652,0.0005,-0.0005,0,4.88,0.21,-0.21,0,0.0153542,0.00066073,-0.00066073,0,0.055,0.043,-0.043,0,K3 V,4593,60,-60,0,0.679,0.004,-0.004,0,0.686,0.02,-0.013,0,-0.21,0.03,-0.03,0,[Fe/H],4.61,0.01,-0.01,0,8.58,0.001,-0.001,5.612,0.018,-0.018,8.11311,0.000405,-0.000405
HD 48948 c,1,3,38.06,0.06,-0.06,0,0.1951,0.0016,-0.0016,0,7.27,0.7,-0.7,0,0.02287398,0.00220245,-0.00220245,0,0.55,0.044,-0.044,0,K3 V,4593,60,-60,0,0.679,0.004,-0.004,0,0.686,0.02,-0.013,0,-0.21,0.03,-0.03,0,[Fe/H],4.61,0.01,-0.01,0,8.58,0.001,-0.001,5.612,0.018,-0.018,8.11311,0.000405,-0.000405
HD 48948 d,1,3,151.92,0.44,-0.44,0,0.4894,0.0042,-0.0042,0,10.59,1,-1,0,0.03331987,0.00314635,-0.00314635,0,0.055,0.044,-0.044,0,K3 V,4593,60,-60,0,0.679,0.004,-0.004,0,0.686,0.02,-0.013,0,-0.21,0.03,-0.03,0,[Fe/H],4.61,0.01,-0.01,0,8.58,0.001,-0.001,5.612,0.018,-0.018,8.11311,0.000405,-0.000405
HD 50499 b,1,2,2483.7,18.2625,-18.2625,0,3.93,0.07,-0.07,0,460.8535,25.4264,-25.4264,0,1.45,0.08,-0.08,0,0.27,0.04,-0.03,0,G1 V,6099,43,-43,0,1.42,0.02,-0.02,0,1.31,0.07,-0.07,0,0.38,0.03,-0.03,0,[Fe/H],4.42,0.05,-0.05,0,7.21,0.03,-0.03,5.836,0.016,-0.016,7.0564,0.000241,-0.000241
HD 50499 c,1,2,8619.9,2622.495,-405.4275,0,9.02,1.73,-0.33,0,931.2419,232.0159,-57.2094,0,2.93,0.73,-0.18,0,0,0.14,-0.02,0,G1 V,6099,43,-43,0,1.42,0.02,-0.02,0,1.31,0.07,-0.07,0,0.38,0.03,-0.03,0,[Fe/H],4.42,0.05,-0.05,0,7.21,0.03,-0.03,5.836,0.016,-0.016,7.0564,0.000241,-0.000241
HD 50554 b,1,1,1254.6,34,-34,0,2.22,,,0,1200,,,0,3.7,,,0,0.51,0.06,-0.06,0,F8 V,5844,,,0,1.096,,,0,1.065,,,0,-0.057,0.05,-0.05,0,[Fe/H],,,,,6.8561,0.023,-0.023,5.467,0.018,-0.018,6.69786,0.000459,-0.000459
HD 5278 b,1,2,14.339156,0.000049,-0.000047,0,0.1202,0.0013,-0.0013,0,7.8,1.5,-1.4,0,0.02454154,0.00471953,-0.00440489,0,0.08,0.09,-0.05,0,F V,6203,64,-64,0,1.194,0.017,-0.016,0,1.126,0.036,-0.035,0,-0.12,0.04,-0.04,0,[Fe/H],4.5,0.11,-0.11,0,7.94,0.03,-0.03,6.605,0.027,-0.027,7.80375,0.00027,-0.00027
HD 5278 c,1,2,40.87,0.18,-0.17,0,0.2416,0.0027,-0.0027,0,18.4,1.8,-1.9,0,0.05789287,0.00566343,-0.00597807,0,0.07,0.08,-0.04,0,F V,6203,64,-64,0,1.194,0.017,-0.016,0,1.126,0.036,-0.035,0,-0.12,0.04,-0.04,0,[Fe/H],4.5,0.11,-0.11,0,7.94,0.03,-0.03,6.605,0.027,-0.027,7.80375,0.00027,-0.00027
HD 5319 b,1,2,638.6,1.2,-1.2,0,1.57,0.13,-0.13,0,495.8148,92.1707,-92.1707,0,1.56,0.29,-0.29,0,0.015,0.016,-0.016,0,G5,4871,,,0,4.06,0.42,-0.42,0,1.27,0.3,-0.3,0,0.17,,,0,[Fe/H],,,,,8.05,0.03,-0.03,5.699,0.02,-0.02,7.77238,0.000216,-0.000216
HD 5319 c,1,2,877,4.9,-4.9,0,1.94,0.16,-0.16,0,324.1866,69.9226,-69.9226,0,1.02,0.22,-0.22,0,0.109,0.067,-0.067,0,G5,4871,,,0,4.06,0.42,-0.42,0,1.27,0.3,-0.3,0,0.17,,,0,[Fe/H],,,,,8.05,0.03,-0.03,5.699,0.02,-0.02,7.77238,0.000216,-0.000216
HD 5388 b,1,1,772.5,1,-1,0,1.757,0.001,-0.001,0,1048.833743,63.5656814,-63.5656814,0,3.3,0.2,-0.2,0,0.41,0.02,-0.02,0,F6 V,6297,32,-32,0,1.91,,,0,1.21,,,0,,,,,,,,,,6.73,0.03,-0.03,5.441,0.024,-0.024,6.59149,0.000179,-0.000179
HD 55696 b,1,1,1827,10,-10,0,3.18,0.18,-0.18,0,1230.0021,228.8376,-228.8376,0,3.87,0.72,-0.72,0,0.705,0.022,-0.022,0,G0 V,6012,,,0,1.52,0.07,-0.07,0,1.29,0.2,-0.2,0,0.37,,,0,[Fe/H],,,,,7.95,0.03,-0.03,6.591,0.02,-0.02,7.81135,0.000321,-0.000321
HD 5608 b,2,1,768.7,4.72,-1.67,0,1.79,0.007,-0.003,0,371.2235794,19.70536123,-18.1162192,0,1.168,0.062,-0.057,0,0.11,0.029,-0.08,0,K0 IV,4807,,,0,5.43,0.7,-0.62,0,1.29,0.23,-0.23,0,0.04,0.07,-0.1,0,[Fe/H],3.06,0.08,-0.08,0,6.00272,0.023,-0.023,3.826,0.372,-0.372,5.72695,0.0016237,-0.0016237
HD 564 b,1,1,492.3,2.3,-2.3,0,1.2,0.02,-0.02,0,104.88,9.54,-9.54,0,0.33,0.03,-0.03,0,0.096,0.067,-0.067,0,G2/G3 V,5902,61,-61,0,1.01,0.05,-0.05,0,0.961,0.05,-0.05,0,-0.2,0.05,-0.05,0,[Fe/H],4.53,0.1,-0.1,0,8.32,0.03,-0.03,6.893,0.021,-0.021,8.17077,0.000284,-0.000284
HD 59686 A b,2,1,299.36,0.26,-0.31,0,1.086,0.0006,-0.0007,0,2199.3836,57.2094,-76.2792,0,6.92,0.18,-0.24,0,0.05,0.03,-0.02,0,K2 III,4658,24,-24,0,13.2,0.3,-0.3,0,1.9,0.2,-0.2,0,0.15,0.1,-0.1,0,[Fe/H],2.49,0.05,-0.05,0,5.44299,0.023,-0.023,2.922,0.3,-0.3,5.13228,0.0035591,-0.0035591
HD 60292 b,1,1,495.4,3,-3,0,1.5,0.1,-0.1,0,2065.895,317.83,-317.83,0,6.5,1,-1,0,0.27,0.1,-0.1,0,K0 III,4348,28,-28,0,27,1.5,-1.5,0,1.7,0.2,-0.2,0,-0.17,0.05,-0.05,0,[Fe/H],1.9,0.1,-0.1,0,6.94657,0.023,-0.023,3.926,0.036,-0.036,6.53238,0.000181,-0.000181
HD 62364 b,1,2,5138,24,-22,0,6.15,0.04,-0.03,0,5965.639199,209.7667486,-200.2318964,0,18.77,0.66,-0.63,0,0.607,0.005,-0.005,0,F7 V,6255,26,-26,0,1.401,0.015,-0.015,0,1.157,0.028,-0.028,0,-0.11,0.02,-0.02,0,[Fe/H],4.14,0.04,-0.04,0,7.32,0.03,-0.03,6.001,0.024,-0.024,7.1814,0.000254,-0.000254
HD 63433 b,1,3,7.1079379,0.0000054,-0.0000054,0,0.0714,0.0036,-0.0038,0,,,,,,,,,0.24,0.27,-0.18,0,G5 V,5688,28,-28,0,0.912,0.034,-0.034,0,0.99,0.03,-0.03,0,0.03,0.05,-0.05,0,[Fe/H],4.52,0.05,-0.05,0,6.92035,0.023,-0.023,5.258,0.016,-0.016,6.71831,0.000529,-0.000529
HD 63433 c,1,3,20.543791,0.000017,-0.000018,0,0.1448,0.0073,-0.0077,0,,,,,,,,,0.21,0.33,-0.14,0,G5 V,5688,28,-28,0,0.912,0.034,-0.034,0,0.99,0.03,-0.03,0,0.03,0.05,-0.05,0,[Fe/H],4.52,0.05,-0.05,0,6.92035,0.023,-0.023,5.258,0.016,-0.016,6.71831,0.000529,-0.000529
HD 63433 d,1,3,4.209075,0.000012,-0.000023,0,0.0503,0.0025,-0.0027,0,,,,,,,,,0.16,0.36,-0.12,0,G5 V,5688,28,-28,0,0.912,0.034,-0.034,0,0.99,0.03,-0.03,0,0.03,0.05,-0.05,0,[Fe/H],4.52,0.05,-0.05,0,6.92035,0.023,-0.023,5.258,0.016,-0.016,6.71831,0.000529,-0.000529
HD 64121 b,1,1,623,3.4,-3.4,0,1.51,0.006,-0.006,0,813.6407219,60.38739733,-60.38739733,0,2.56,0.19,-0.19,0,0.11,0.07,-0.07,0,G8/K0 III,5078,22,-22,0,5.44,0.07,-0.07,0,1.64,0.06,-0.06,0,-0.21,0.02,-0.02,0,[Fe/H],3.19,0.06,-0.06,0,7.43,0.03,-0.03,5.244,0.021,-0.021,7.17872,0.000207,-0.000207
HD 66141 b,1,1,480.5,0.5,-0.5,0,1.2,0.1,-0.1,0,1906.9,95.3,-95.3,0,6,0.3,-0.3,0,0.07,0.03,-0.03,0,K2 III,4323,15,-15,0,21.4,0.6,-0.6,0,1.1,0.1,-0.1,0,-0.323,0.034,-0.034,0,[Fe/H],1.78,0.04,-0.04,0,4.37821,0.023,-0.023,1.447,0.308,-0.308,3.97926,0.0070804,-0.0070804
HD 67087 b,1,2,352.2,1.7,-1.6,0,1.08,0.04,-0.04,0,973,70,-64,0,3.06,0.22,-0.2,0,0.17,0.07,-0.07,0,F8 V,6330,47,-47,0,1.55,0.32,-0.32,0,1.36,0.04,-0.04,0,0.25,0.04,-0.04,0,[Fe/H],4.19,0.06,-0.06,0,8.05,0.03,-0.03,6.866,0.018,-0.018,7.92235,0.000478,-0.000478
HD 67087 c,1,2,2374,193,-156,0,3.86,0.43,-0.37,0,1540,3180,-1150,0,4.85,10,-3.61,0,0.76,0.17,-0.24,0,F8 V,6330,47,-47,0,1.55,0.32,-0.32,0,1.36,0.04,-0.04,0,0.25,0.04,-0.04,0,[Fe/H],4.19,0.06,-0.06,0,8.05,0.03,-0.03,6.866,0.018,-0.018,7.92235,0.000478,-0.000478
HD 6718 b,1,1,2476,19,-19,0,3.53,0.05,-0.05,0,762.7881768,95.3485221,-63.5656814,0,2.4,0.3,-0.2,0,0.06,0.03,-0.03,0,G5 V,5746,19,-19,0,1.02,0.03,-0.03,0,0.96,,,0,,,,,,,,,,8.45,0.03,-0.03,6.876,0.02,-0.02,8.28147,0.000247,-0.000247
HD 68402 b,1,1,1103,33,-33,0,2.18,0.09,-0.09,0,975.7381,111.2405,-111.2405,0,3.07,0.35,-0.35,0,0.03,0.06,-0.06,0,G5 IV/V,5950,100,-100,0,1.02,0.05,-0.05,0,1.12,0.05,-0.05,0,0.29,0.1,-0.1,0,[Fe/H],4.47,0.05,-0.05,0,9.11,0.03,-0.03,7.697,0.027,-0.027,8.95443,0.000229,-0.000229
HD 6860 b,1,1,663.87,4.61,-4.31,0,2.03,0.01,-0.01,0,8981.830782,651.5482344,-689.6876432,0,28.26,2.05,-2.17,0,0.28,0.1,-0.09,0,M0 III,3802,,,0,86.4,,,0,2.49,,,0,-0.03,,,0,[Fe/H],0.541,,,0,2.06763,0.023,-0.023,-1.846,0.16,-0.16,,,
HD 69123 b,1,1,1193.3,7,-7,0,2.482,0.01,-0.01,0,966.1983573,50.85254512,-50.85254512,0,3.04,0.16,-0.16,0,0.19,0.06,-0.06,0,K1 III,4842,41,-41,0,7.72,0.15,-0.15,0,1.68,0.09,-0.09,0,0.05,0.03,-0.03,0,[Fe/H],2.86,0.11,-0.11,0,5.77,0.03,-0.03,3.586,0.242,-0.242,5.49555,0.001448,-0.001448
HD 72659 b,1,2,3549,10,-10,0,4.607,0.039,-0.039,0,906.1287884,18.1162192,-18.1162192,0,2.851,0.057,-0.057,0,0.2393,0.0098,-0.0098,0,G2 V,5929,61,-61,0,1.36,0.06,-0.06,0,1.033,0.025,-0.025,0,-0.02,0.06,-0.06,0,[Fe/H],4.23,0.14,-0.14,0,7.46,0.03,-0.03,5.982,0.024,-0.024,7.3107,0.000199,-0.000199
HD 72659 c,1,2,35500.00000000000,1200,-910,0,21.5,0.5,-0.4,0,6165.871096,254.2627256,-158.9142035,0,19.4,0.8,-0.5,0,0.114,0.002,-0.003,0,G2 V,5929,61,-61,0,1.36,0.06,-0.06,0,1.033,0.025,-0.025,0,-0.02,0.06,-0.06,0,[Fe/H],4.23,0.14,-0.14,0,7.46,0.03,-0.03,5.982,0.024,-0.024,7.3107,0.000199,-0.000199
